"citation_key","ENTRYTYPE","colrev_status","author","title","year","type","journal","doi"
"000119","article","no_status","Vakkalanka, J. Priyanka and Gadag, Khyathi and Lavin, Lauren and Ternes, Sara and Healy, Heather and Merchant, Kimberly and Scott, Wakina and Wiggins, Whitney and Ward, Marcia and Mohr, Nick","Telehealth use and health equity for mental health and substance use disorder during the COVID-19 Pandemic: A systematic review (Cochrane CENTRAL).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00406"
"000120","article","no_status","Ternes, Sara and Lavin, Lauren and Vakkalanka, J. Priyanka and Healy, Heather S. and Merchant, Kimberly A. S. and Ward, Marcia M. and Mohr, Nicholas M.","The role of increasing telehealth use during the COVID-19 pandemic on disparities in access to healthcare: A systematic review (Cochrane CENTRAL).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00404"
"000121","article","no_status","Ternes, Sara and Lavin, Lauren and Vakkalanka, J. Priyanka and Healy, Heather S. and Merchant, Kimberly A. S. and Ward, Marcia M. and Mohr, Nicholas M.","The role of increasing telehealth use during the COVID-19 pandemic on disparities in access to healthcare: A systematic review (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00403"
"000122","article","no_status","Ternes, Sara and Lavin, Lauren and Vakkalanka, J. Priyanka and Healy, Heather S. and Merchant, Kimberly A. S. and Ward, Marcia M. and Mohr, Nicholas M.","The role of increasing telehealth use during the COVID-19 pandemic on disparities in access to healthcare: A systematic review (CINAHL Plus).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00401"
"000123","article","no_status","Vakkalanka, J. Priyanka and Gadag, Khyathi and Lavin, Lauren and Ternes, Sara and Healy, Heather and Merchant, Kimberly and Scott, Wakina and Wiggins, Whitney and Ward, Marcia and Mohr, Nick","Telehealth use and health equity for mental health and substance use disorder during the COVID-19 Pandemic: A systematic review (PubMed).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00412"
"000124","article","no_status","Lavin, Lauren and Gibbs, Heath and Vakkalanka, J. Priyanka and Ternes, Sara and Healy, Heather S. and Merchant, Kimberly A. S. and Ward, Marcia M. and Mohr, Nicholas M.","The effect of telehealth on cost of healthcare during the COVID-19 pandemic: A systematic review (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00410"
"000125","article","no_status","Lavin, Lauren and Gibbs, Heath and Vakkalanka, J. Priyanka and Ternes, Sara and Healy, Heather S. and Merchant, Kimberly A. S. and Ward, Marcia M. and Mohr, Nicholas M.","The effect of telehealth on cost of healthcare during the COVID-19 pandemic: A systematic review (PubMed).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00411"
"000126","article","no_status","Lavin, Lauren and Gibbs, Heath and Vakkalanka, J. Priyanka and Ternes, Sara and Healy, Heather S. and Merchant, Kimberly A. S. and Ward, Marcia M. and Mohr, Nicholas M.","The effect of telehealth on cost of healthcare during the COVID-19 pandemic: A systematic review (CINAHL).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00409"
"000127","article","no_status","Vakkalanka, J. Priyanka and Gadag, Khyathi and Lavin, Lauren and Ternes, Sara and Healy, Heather and Merchant, Kimberly and Scott, Wakina and Wiggins, Whitney and Ward, Marcia and Mohr, Nick","Telehealth use and health equity for mental health and substance use disorder during the COVID-19 Pandemic: A systematic review (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00407"
"000128","article","no_status","Lavin, Lauren and Gibbs, Heath and Vakkalanka, J. Priyanka and Ternes, Sara and Healy, Heather S. and Merchant, Kimberly A. S. and Ward, Marcia M. and Mohr, Nicholas M.","The effect of telehealth on cost of healthcare during the COVID-19 pandemic: A systematic review (Cochrane CENTRAL).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00408"
"000129","article","no_status","Morrow, Elizabeth","Abundance Concept (health research) (Web of Science).","2024","article","searchRxiv","10.1079/SEARCHRXIV.2024.00442"
"000130","article","no_status","Mauron-Papadimitriou, Valentina and Engel, Vivienne and Ebner, Laura and Gostelli, Martina and Bührer, Lea and Siegfried, Sandra and Keller, Lena and Kiechl-Kohlendorfer, Ursula and Latal, Beatrix and Held, Ulrike","Swiss-Austrian VEry Preterm Infant Transition Systematic Review (SAVE-T): Transition to home: improving outcomes of children and families - a systematic literature review (CINAHL).","2024","article","searchRxiv","10.1079/SEARCHRXIV.2024.00437"
"000131","article","no_status","Mauron-Papadimitriou, Valentina and Engel, Vivienne and Ebner, Laura and Gostelli, Martina and Bührer, Lea and Siegfried, Sandra and Keller, Lena and Kiechl-Kohlendorfer, Ursula and Latal, Beatrix and Held, Ulrike","Swiss-Austrian VEry Preterm Infant Transition Systematic Review (SAVE-T): Transition to home: improving outcomes of children and families - a systematic literature review (Cochrane).","2024","article","searchRxiv","10.1079/SEARCHRXIV.2024.00438"
"000132","article","no_status","Mauron-Papadimitriou, Valentina and Engel, Vivienne and Ebner, Laura and Gostelli, Martina and Bührer, Lea and Siegfried, Sandra and Keller, Lena and Kiechl-Kohlendorfer, Ursula and Latal, Beatrix and Held, Ulrike","Swiss-Austrian VEry Preterm Infant Transition Systematic Review (SAVE-T): Transition to home: improving outcomes of children and families - a systematic literature review (Embase).","2024","article","searchRxiv","10.1079/SEARCHRXIV.2024.00439"
"000133","article","no_status","Mauron-Papadimitriou, Valentina and Engel, Vivienne and Ebner, Laura and Gostelli, Martina and Bührer, Lea and Siegfried, Sandra and Keller, Lena and Kiechl-Kohlendorfer, Ursula and Latal, Beatrix and Held, Ulrike","Swiss-Austrian VEry Preterm Infant Transition Systematic Review (SAVE-T): Transition to home: improving outcomes of children and families - a systematic literature review (Medline, EBSCO).","2024","article","searchRxiv","10.1079/SEARCHRXIV.2024.00440"
"000134","article","no_status","Mauron-Papadimitriou, Valentina and Engel, Vivienne and Ebner, Laura and Gostelli, Martina and Bührer, Lea and Siegfried, Sandra and Keller, Lena and Kiechl-Kohlendorfer, Ursula and Latal, Beatrix and Held, Ulrike","Swiss-Austrian VEry Preterm Infant Transition Systematic Review (SAVE-T): Transition to home: improving outcomes of children and families - a systematic literature review (PsycInfo, EBSCO).","2024","article","searchRxiv","10.1079/SEARCHRXIV.2024.00441"
"000135","article","no_status","Mazzoleni, Elena and Antonelli, Michele","Forest Therapy Research in Europe (PubMed and other databases).","2024","article","searchRxiv","10.1079/SEARCHRXIV.2024.00435"
"000136","article","no_status","Antonelli, Michele and Donelli, Davide","Effects of Static Meditation Practice on Blood Lipid Levels (PubMed and other databases).","2024","article","searchRxiv","10.1079/SEARCHRXIV.2024.00436"
"000137","article","no_status","Ternes, Sara and Lavin, Lauren and Vakkalanka, J. Priyanka and Healy, Heather S. and Merchant, Kimberly A. S. and Ward, Marcia M. and Mohr, Nicholas M.","The role of increasing telehealth use during the COVID-19 pandemic on disparities in access to healthcare: A systematic review (PubMed).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00402"
"000138","article","no_status","Robinson, Cayla and Hunton, Ryan and Woltenberg, Leslie","Problem-Based Learning and Professional Communication (Cochrane).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00416"
"000139","article","no_status","Robinson, Cayla and Hunton, Ryan and Woltenberg, Leslie","Problem-Based Learning and Professional Communication (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00417"
"000140","article","no_status","de Moraes, Rafael Silvério and Souza, Camila Mendes da Silva and Leonello, Valéria Marli","Learning assessment in interprofessional education (SciELO).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00428"
"000141","article","no_status","Robinson, Cayla and Hunton, Ryan","Problem-Based Learning and Professional Communication (ASSIA).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00414"
"000142","article","no_status","Robinson, Cayla and Hunton, Ryan and Woltenberg, Leslie","Problem-Based Learning and Professional Communication (CINAHL).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00415"
"000143","article","no_status","de Moraes, Rafael Silvério and Souza, Camila Mendes da Silva and Leonello, Valéria Marli","Learning assessment in interprofessional education (Scopus).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00434"
"000144","article","no_status","Robinson, Cayla and Hunton, Ryan and Woltenberg, Leslie","Problem-Based Learning and Professional Communication (PubMed).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00413"
"000145","article","no_status","Robinson, Cayla and Hunton, Ryan and Woltenberg, Leslie","Problem-Based Learning and Professional Communication (Web of Science Core Collection).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00421"
"000146","article","no_status","de Moraes, Rafael Silvério and Souza, Camila Mendes da Silva and Leonello, Valéria Marli","Learning assessment in interprofessional education (Web of Science).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00432"
"000147","article","no_status","Robinson, Cayla and Hunton, Ryan and Woltenberg, Leslie","Problem-Based Learning and Professional Communication (Web of Science Dissertations and Theses).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00422"
"000148","article","no_status","de Moraes, Rafael Silvério and Souza, Camila Mendes da Silva and Leonello, Valéria Marli","Learning assessment in interprofessional education (MEDLINE).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00433"
"000149","article","no_status","de Moraes, Rafael Silvério and Souza, Camila Mendes da Silva and Leonello, Valéria Marli","Learning assessment in interprofessional education (ERIC).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00430"
"000150","article","no_status","Robinson, Cayla and Hunton, Ryan and Woltenberg, Leslie","Problem-Based Learning and Professional Communication (PsycInfo).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00420"
"000151","article","no_status","de Moraes, Rafael Silvério and Souza, Camila Mendes da Silva and Leonello, Valéria Marli","Learning assessment in interprofessional education (CINAHL).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00431"
"000152","article","no_status","Robinson, Cayla and Hunton, Ryan and Woltenberg, Leslie","Problem-Based Learning and Professional Communication (ERIC).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00418"
"000153","article","no_status","de Moraes, Rafael Silvério and Souza, Camila Mendes da Silva and Leonello, Valéria Marli","Learning assessment in interprofessional education (LILACS).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00429"
"000154","article","no_status","Robinson, Cayla and Hunton, Ryan and Woltenberg, Leslie","Problem-Based Learning and Professional Communication (Google Scholar).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00419"
"000155","article","no_status","Brown, Helen","One Health Literature (Web of Science).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00399"
"000156","article","no_status","Mologni, Fabio and Moffat, Chandra and Pither, Jason","Collating existing evidence on cumulative impacts of invasive plant species in riparian ecosystems of British Columbia, Canada: a search strategy (Web of Science).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00397"
"000157","article","no_status","Brown, Helen","One Health Literature (PubMed).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00398"
"000158","article","no_status","Piao, Jeehyun Park Zhixian and Schöllhorn, Johanna and Liu, Yeshe Khandro and Piccillo, Giulia and Comes, Tina and Hung, Tony W. T.","Economic, Financial, and Business Resilience (Bus. S. Comp.).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00395"
"000159","article","no_status","Schöllhorn, Johanna and Liu, Yeshe Khandro and Piao, Jeehyun Park Zhixian and Piccillo, Giulia and Hung, Tony W. T. and Comes, Tina","Economic, Financial, and Business Resilience (WoS).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00393"
"000160","article","no_status","Piao, Jeehyun Park Zhixian and Schöllhorn, Johanna and Liu, Yeshe Khandro and Comes, Tina and Piccillo, Giulia and Hung, Tony W. T.","Economic, Financial, and Business Resilience (EconLit).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00394"
"000161","article","no_status","Liu, Yeshe Khandro and Piao, Jeehyun Park Zhixian and Schöllhorn, Johanna and Hung, Tony W. T. and Comes, Tina and Piccillo, Giulia","Economic, Financial, and Business Resilience (SCOPUS).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00392"
"000162","article","no_status","Sullivan, Jessica","Induction of labour in IVF pregnancies (MEDLINE).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00390"
"000163","article","no_status","Valenzuela Bravo, Maria Teresa and Aguirre Boza, Francisca and Gonzalez C., Cecilia and San Martin, Pamela and Troncoso, Bernardita and Jordan, Maria Carolina and Cabrera, Paola and Sepulveda, Dino and Valenzuela, Juan Pablo and Labarca, Tomas F. and Herrera, Karin","Immunogenicity, efficacy and effectiveness of pertussis-containing vaccines in infants in Latin America: A Systematic Review.","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00391"
"000164","article","no_status","Vanderboll, Kathryn and Abdulrazzak, Obada and Ibrahim, Nadine I. and Hartl, Renee M. Banakis","Sound-Source Localization Outcomes with Auditory Prostheses for Single-Sided Deafness: A Systematic Review (MEDLINE, Ovid).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00386"
"000165","article","no_status","Vanderboll, Kathryn and Abdulrazzak, Obada and Ibrahim, Nadine I. and Hartl, Renee M. Banakis","Sound-Source Localization Outcomes with Auditory Prostheses for Single-Sided Deafness: A Systematic Review (Scopus).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00388"
"000166","article","no_status","Vanderboll, Kathryn and Abdulrazzak, Obada and Ibrahim, Nadine I. and Hartl, Renee M. Banakis","Sound-Source Localization Outcomes with Auditory Prostheses for Single-Sided Deafness: A Systematic Review (Web of Science Core Collection).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00389"
"000167","article","no_status","Vanderboll, Kathryn and Abdulrazzak, Obada and Ibrahim, Nadine I. and Hartl, Renee M. Banakis","Sound-Source Localization Outcomes with Auditory Prostheses for Single-Sided Deafness: A Systematic Review (PsycINFO).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00387"
"000168","article","no_status","Vanderboll, Kathryn and Abdulrazzak, Obada and Ibrahim, Nadine I. and Hartl, Renee M. Banakis","Sound-Source Localization Outcomes with Auditory Prostheses for Single-Sided Deafness: A Systematic Review (Cochrane CENTRAL Trials).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00384"
"000169","article","no_status","Vanderboll, Kathryn and Abdulrazzak, Obada and Ibrahim, Nadine I. and Hartl, Renee M. Banakis","Sound-Source Localization Outcomes with Auditory Prostheses for Single-Sided Deafness: A Systematic Review (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00385"
"000170","article","no_status","Vanderboll, Kathryn and Abdulrazzak, Obada and Ibrahim, Nadine I. and Hartl, Renee M. Banakis","Sound-Source Localization Outcomes with Auditory Prostheses for Single-Sided Deafness: A Systematic Review (CINAHL).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00383"
"000171","article","no_status","von Gernler, Marc and Singer, Adrian and Stute, Petra","The effect of different progestogens on the renin-angiotensin system (RAAS) (ICTRP).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00371"
"000172","article","no_status","Eglitis, Emily and Singh, Ben and Olds, Timothy and Virgara, Rosa and Machell, Amanda and Richardson, Mandy and Grant, Aniella and Gray, Jessica and Wilk, Terri and Ri, Zoe and Maher, Carol","Health effects of children’s summer holiday programs (MEDLINE).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00380"
"000173","article","no_status","Eglitis, Emily and Simpson, Catherine and Singh, Ben and Olds, Timothy and Virgara, Rosa and Machell, Amanda and Richardson, Mandy and Grant, Aniella and Gray, Jessica and Wilkinson, Terry and Rix, Zoe and Maher, Carol","Effect of summer holiday programs on children’s mental health and wellbeing (MEDLINE).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00381"
"000174","article","no_status","Robinson, Cayla M. and Sangalli, Linda","Orthodontics and Pain Perception (Web of Science).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00379"
"000175","article","no_status","Robinson, Cayla M. and Sangalli, Linda","Orthodontics and Pain Perception (Google Scholar).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00377"
"000176","article","no_status","Robinson, Cayla M. and Linda, Sangalli","Orthodontics and Pain Perception (PubMed).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00378"
"000177","article","no_status","Robinson, Cayla M. and Sangalli, Linda","Orthodontics and Pain Perception (Dentistry and Oral Sciences Source).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00375"
"000178","article","no_status","Robinson, Cayla M. and Sangalli, Linda","Orthodontics and Pain Perception (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00376"
"000179","article","no_status","Robinson, Cayla M. and Sangalli, Linda","Orthodontics and Pain Perception (CINAHL).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00373"
"000180","article","no_status","Robinson, Cayla M. and Sangalli, Linda","Orthodontics and Pain Perception (Cochrane Central).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00374"
"000181","article","no_status","Binfield, Lucy","Bamboo industry development interventions (Web of Science).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00382"
"000182","article","no_status","von Gernler, Marc and Singer, Adrian and Stute, Petra","The effect of different progestogens on the renin-angiotensin system (RAAS) (CINAHL).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00369"
"000183","article","no_status","von Gernler, Marc and Singer, Adrian and Stute, Petra","The effect of different progestogens on the renin-angiotensin system (RAAS) (Cochrane Library).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00368"
"000184","article","no_status","von Gernler, Marc and Singer, Adrian and Stute, Petra","The effect of different progestogens on the renin-angiotensin system (RAAS) (Ovid Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00367"
"000185","article","no_status","von Gernler, Marc and Singer, Adrian and Stute, Petra","The effect of different progestogens on the renin-angiotensin system (RAAS) (Web of Science).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00372"
"000186","article","no_status","von Gernler, Marc and Singer, Adrian and Stute, Petra","The effect of different progestogens on the renin-angiotensin system (RAAS) (Clinical Trials).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00370"
"000187","article","no_status","Hinrichs, Rachel J.","Legal Status Screening in Healthcare Settings (PsycINFO).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00359"
"000188","article","no_status","Hinrichs, Rachel J.","Legal Status Screening in Healthcare Settings (Google Scholar).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00357"
"000189","article","no_status","Hinrichs, Rachel J.","Legal Status Screening in Healthcare Settings (CINAHL Complete).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00355"
"000190","article","no_status","Hinrichs, Rachel J.","Legal Status Screening in Healthcare Settings (Criminal Justice Periodicals Index).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00356"
"000191","article","no_status","Hinrichs, Rachel J.","College Students and Suicide Prevention (African Journals Online).","2022","article","searchRxiv","10.1079/SEARCHRXIV.2022.00034"
"000192","article","no_status","Hinrichs, Rachel J.","College Students and Suicide Prevention (ProQuest Dissertations and Theses).","2022","article","searchRxiv","10.1079/SEARCHRXIV.2022.00031"
"000193","article","no_status","Hinrichs, Rachel J.","College Students and Suicide Prevention (Cochrane Library).","2022","article","searchRxiv","10.1079/SEARCHRXIV.2022.00029"
"000194","article","no_status","von Gernler, Marc and Zürcher, Aline and Stute, Petra","Influence of depot medroxyprogesterone acetate on the risk of breast cancer [Ovid Embase].","2022","article","searchRxiv","10.1079/SEARCHRXIV.2022.00063"
"000195","article","no_status","von Gernler, Marc and Zürcher, Aline and Stute, Petra","Influence of depot medroxyprogesterone acetate on the risk of breast cancer [ClinicalTrials.gov].","2022","article","searchRxiv","10.1079/SEARCHRXIV.2022.00064"
"000196","article","no_status","von Gernler, Marc and Zürcher, Aline and Stute, Petra","Influence of depot medroxyprogesterone acetate on the risk of breast cancer [MEDLINE].","2022","article","searchRxiv","10.1079/SEARCHRXIV.2022.00050"
"000197","article","no_status","von Gernler, Marc and Zürcher, Aline and Stute, Petra","Influence of depot medroxyprogesterone acetate on the risk of breast cancer [ICTRP].","2022","article","searchRxiv","10.1079/SEARCHRXIV.2022.00061"
"000198","article","no_status","von Gernler, Marc and Zürcher, Aline and Stute, Petra","Influence of depot medroxyprogesterone acetate on the risk of breast cancer [Cochrane Library].","2022","article","searchRxiv","10.1079/SEARCHRXIV.2022.00060"
"000199","article","no_status","von Gernler, Marc and Riva, Thomas and Fuchs, Alexander and Romero, Carolina S. and Greif, Robert","Apneic Oxygenation during Pediatric Tracheal Intubation [Ovid Embase].","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00092"
"000200","article","no_status","von Gernler, Marc and Riva, Thomas and Fuchs, Alexander and Romero, Carolina S. and Greif, Robert","Apneic Oxygenation during Pediatric Tracheal Intubation [Scopus].","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00093"
"000201","article","no_status","von Gernler, Marc and Riva, Thomas and Fuchs, Alexander and Romero, Carolina S. and Greif, Robert","Apneic Oxygenation during Pediatric Tracheal Intubation [Cochrane Library].","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00090"
"000202","article","no_status","von Gernler, Marc and Riva, Thomas and Fuchs, Alexander and Romero, Carolina S. and Greif, Robert","Apneic Oxygenation during Pediatric Tracheal Intubation [ICTRP].","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00091"
"000203","article","no_status","von Gernler, Marc and Riva, Thomas and Fuchs, Alexander and Romero, Carolina S. and Greif, Robert","Apneic Oxygenation during Pediatric Tracheal Intubation [Ovid MEDLINE].","2022","article","searchRxiv","10.1079/SEARCHRXIV.2022.00081"
"000204","article","no_status","von Gernler, Marc and Riva, Thomas and Fuchs, Alexander and Romero, Carolina S. and Greif, Robert","Apneic Oxygenation during Pediatric Tracheal Intubation [ClinicalTrials.gov].","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00089"
"000205","article","no_status","von Gernler, Marc and Riva, Thomas and Fuchs, Alexander and Romero, Carolina S. and Greif, Robert","Apneic Oxygenation during Pediatric Tracheal Intubation [CINAHL].","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00088"
"000206","article","no_status","von Gernler, Marc and Riva, Thomas and Fuchs, Alexander and Romero, Carolina S. and Greif, Robert","Apneic Oxygenation during Pediatric Tracheal Intubation [Web of Science Core Collection].","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00094"
"000207","article","no_status","Craven, Hannah J.","Peer Support Interventions for Adolescents and Young Adults Living with HIV (PsycINFO).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00364"
"000208","article","no_status","Craven, Hannah J.","Peer Support Interventions for Adolescents and Young Adults Living with HIV (Web of Science).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00365"
"000209","article","no_status","Craven, Hannah J.","Peer Support Interventions for Adolescents and Young Adults Living with HIV (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00362"
"000210","article","no_status","Craven, Hannah J.","Peer Support Interventions for Adolescents and Young Adults Living with HIV (MEDLINE).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00363"
"000211","article","no_status","Craven, Hannah J.","Peer Support Interventions for Adolescents and Young Adults Living with HIV (Global Health, CABI).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00360"
"000212","article","no_status","Craven, Hannah J.","Peer Support Interventions for Adolescents and Young Adults Living with HIV (CINAHL).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00361"
"000213","article","no_status","Craven, Hannah J.","Complementary and Alternative Medicine and Irritable Bowel Syndrome (PsycINFO).","2022","article","searchRxiv","10.1079/SEARCHRXIV.2022.00023"
"000214","article","no_status","Hinrichs, Rachel J.","Legal Status Screening in Healthcare Settings (Medline).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00358"
"000215","article","no_status","Kung, Janice","Preparing Emergency Medical Teams for Conflict Zones (CINAHL).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00348"
"000216","article","no_status","Kung, Janice","Preparing Emergency Medical Teams for Conflict Zones (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00349"
"000217","article","no_status","Kothari, Kavita","Private Sector (PubMed).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00353"
"000218","article","no_status","Kothari, Kavita","Private Sector (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00354"
"000219","article","no_status","Kung, Janice","Preparing Emergency Medical Teams for Conflict Zones (Scopus).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00351"
"000220","article","no_status","Kung, Janice","Preparing Emergency Medical Teams for Conflict Zones (Web of Science).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00352"
"000221","article","no_status","Kung, Janice","Preparing Emergency Medical Teams for Conflict Zones (Medline, Ovid).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00350"
"000222","article","no_status","Cerda, Diego","Time Series Forecasting Analysis in Dentistry, a Scoping Review (Medline).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00346"
"000223","article","no_status","Goff, Mhorag and Hindi, Ali and Hammond, Jon and Jacobs, Sally","Access and continuity of care in primary healthcare (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00347"
"000224","article","no_status","Börker, Jan","Acceptance of Artificial Intelligence and Decision Support Systems in Medicine (PubMed).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00345"
"000225","article","no_status","Hateley, Erica","The Use of Restrictive Practices on People with a Learning Disability or Autism from the Perspective of Service Users and Family Members: A Rapid Review (Web of Science).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00344"
"000226","article","no_status","Hateley, Erica","The Use of Restrictive Practices on People with a Learning Disability or Autism from the Perspective of Service Users and Family Members: A Rapid Review (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00342"
"000227","article","no_status","Hateley, Erica","The Use of Restrictive Practices on People with a Learning Disability or Autism from the Perspective of Service Users and Family Members: A Rapid Review (PsycINFO).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00343"
"000228","article","no_status","Hateley, Erica","The Use of Restrictive Practices on People with a Learning Disability or Autism from the Perspective of Service Users and Family Members: A Rapid Review (CINAHL).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00341"
"000229","article","no_status","Robinson, Lauren E. and Conde, Tania Padilla and de Carvalho, Ana Bastos","Effectiveness of telemedicine diabetic retinopathy screening in the USA (Scopus).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00339"
"000230","article","no_status","Robinson, Lauren E. and Conde, Tania Padilla and de Carvalho, Ana Bastos","Effectiveness of telemedicine diabetic retinopathy screening in the USA (PubMed).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00337"
"000231","article","no_status","Robinson, Lauren E. and Conde, Tania Padilla and de Carvalho, Ana Bastos","Effectiveness of telemedicine diabetic retinopathy screening in the USA (Web of Science).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00338"
"000232","article","no_status","Hateley, Erica","The Use of Restrictive Practices on People with a Learning Disability or Autism from the Perspective of Service Users and Family Members: A Rapid Review (Medline).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00340"
"000233","article","no_status","White, Jacob and Kim, Thanh","cfDNA in screening or early detection and diagnosis of hepatocellular carcinoma (Ovid Medline).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00335"
"000234","article","no_status","Hateley, Erica","Feasibility of tele-ultrasound for the assessment of the lungs and pleura: A systematic review (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00336"
